Month,Date,Site_Name,UTM_Source,UTM_Campaign,UTM_Supplier_Id,UTM_Medium,UTM_Ad_Id,UTM_Content,Supplier,Matching_Time,Reg,Distinct_Schools,Accepted,Rejected,Rev,CPA
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,1,1,0,1,0.00,
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,2,1,1,24.00,24.000000
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,1,0,1,0.00,
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,72,18,51,10,1252.00,24.549020
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,17,12,12,5,279.00,23.250000
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,6,9,0,0,0.00,
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,64,20,42,8,1013.00,24.119048
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,38,17,30,7,775.00,25.833333
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,77,20,59,17,1584.00,26.847458
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,7,5,3,1,76.00,25.333333
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,2,0,0,0.00,
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,1,0,2,0.00,
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,1,1,0,30.00,30.000000
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,5,3,4,2,79.00,19.750000
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,6,5,1,3,22.00,22.000000
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,4,1,0,1,0.00,
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,6,3,1,6,24.00,24.000000
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,122,19,64,20,1480.00,23.125000
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,33,16,24,4,580.00,24.166667
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,3,6,3,0,87.00,29.000000
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,83,20,55,17,1303.00,23.690909
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,40,17,29,15,703.00,24.241379
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,82,19,53,18,1260.00,23.773585
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,2,5,3,0,101.00,33.666667
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,8,1,1,30.00,30.000000
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,4,2,2,60.00,30.000000
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,8,6,3,1,95.00,31.666667
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,7,3,2,3,46.00,23.000000
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,2,1,0,0,0.00,
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,1,2,0,2,0.00,
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,2,1,0,30.00,30.000000
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,9,5,4,3,78.00,19.500000
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,127,28,78,15,2024.00,25.948718
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,37,14,17,2,435.00,25.588235
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,7,12,7,0,152.00,21.714286
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,90,25,42,10,891.00,21.214286
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,44,14,20,3,473.00,23.650000
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,102,23,69,18,1627.00,23.579710
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,2,6,0,0,0.00,
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,3,3,0,2,0.00,
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,5,2,4,0,115.00,28.750000
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,5,7,4,1,110.00,27.500000
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,7,6,3,133.00,22.166667
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,4,0,4,0.00,
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,8,7,4,2,98.00,24.500000
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,3,3,1,0,13.00,13.000000
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,2,0,2,0.00,
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,86,20,59,15,1557.00,26.389831
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,58,21,28,11,712.00,25.428571
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,25,12,17,7,459.00,27.000000
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,109,26,59,24,1451.00,24.593220
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,45,14,28,8,630.00,22.500000
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,58,21,40,6,934.00,23.350000
4,2023-04-27,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,2,0,0,0.00,
4,2023-04-27,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,3,1,1,0,30.00,30.000000
4,2023-04-27,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,1,0,0,0.00,
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,6,4,1,0,30.00,30.000000
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,4,0,0,0.00,
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,3,5,6,1,118.00,19.666667
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,3,1,1,7.00,7.000000
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,91,23,41,14,1086.00,26.487805
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,37,14,21,10,536.00,25.523810
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,29,11,18,4,460.00,25.555556
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,66,19,31,12,765.00,24.677419
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,38,16,35,10,890.00,25.428571
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,48,16,39,8,997.00,25.564103
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,3,2,0,46.00,23.000000
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,3,3,4,0,106.00,26.500000
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,1,1,0,8.00,8.000000
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,3,3,0,0,0.00,
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,4,1,1,0,7.00,7.000000
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,7,3,0,2,0.00,
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,2,2,0,29.00,14.500000
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,7,4,3,1,68.00,22.666667
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,47,18,27,11,624.00,23.111111
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,16,11,11,1,231.00,21.000000
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,25,16,16,5,389.00,24.312500
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,70,22,42,11,919.00,21.880952
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,42,15,29,8,595.00,20.517241
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,58,15,48,7,1020.00,21.250000
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,2,2,2,0,31.00,15.500000
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,2,0,0,0.00,
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,1,0,1,0.00,
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,0,,,0.00,
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,10,4,3,0,51.00,17.000000
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,2,1,0,1,0.00,
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,2,2,0,62.00,31.000000
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,7,0,,,0.00,
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,1,1,0,22.00,22.000000
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,11,3,4,0,75.00,18.750000
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,46,13,17,2,406.00,23.882353
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,24,12,14,2,306.00,21.857143
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,5,6,3,0,72.00,24.000000
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,53,9,30,2,616.00,20.533333
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,19,7,7,1,179.00,25.571429
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,53,10,15,1,329.00,21.933333
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,2,2,0,47.00,23.500000
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,0,,,0.00,
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,0,,,0.00,
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,0,,,0.00,
5,2023-05-15,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,2,0,0,0.00,
4,2023-04-19,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,36,14,24,5,564.00,23.500000
4,2023-04-19,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,75,26,47,11,1070.00,22.765957
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,1,0,1,0.00,
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,3,2,1,0,30.00,30.000000
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,3,2,2,46.00,23.000000
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,4,0,0,0.00,
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,1,0,1,0.00,
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,4,1,0,1,0.00,
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,3,4,2,1,21.00,10.500000
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,4,0,1,0.00,
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,9,5,5,4,78.00,15.600000
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,2,2,0,46.00,23.000000
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,3,4,3,1,66.00,22.000000
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,66,28,68,14,1673.00,24.602941
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,41,17,28,4,683.00,24.392857
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,29,14,18,6,465.00,25.833333
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,71,23,60,17,1446.00,24.100000
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,52,22,30,5,813.00,27.100000
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,72,19,48,13,1070.00,22.291667
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,2,3,2,1,56.00,28.000000
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,5,0,0,0.00,
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,3,2,0,47.00,23.500000
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,3,4,2,3,52.00,26.000000
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,2,2,0,54.00,27.000000
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,3,4,2,3,29.00,14.500000
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,1,,,0.00,
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,2,1,0,30.00,30.000000
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,67,26,50,10,1212.00,24.240000
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,17,16,13,3,292.00,22.461538
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,24,16,15,5,351.00,23.400000
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,75,21,67,11,1631.00,24.343284
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,45,16,33,7,829.00,25.121212
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,73,18,42,12,1120.00,26.666667
4,2023-04-22,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,3,1,2,25.00,25.000000
4,2023-04-22,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,3,1,1,0,30.00,30.000000
4,2023-04-22,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,1,0,1,0.00,
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,1,,,0.00,
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,1,1,0,30.00,30.000000
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,3,2,1,54.00,27.000000
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,4,4,3,1,63.00,21.000000
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,70,22,47,9,1232.00,26.212766
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,26,13,21,4,513.00,24.428571
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,23,11,12,3,347.00,28.916667
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,47,15,34,6,912.00,26.823529
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,34,16,24,3,578.00,24.083333
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,56,17,37,18,979.00,26.459459
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,1,0,0,0.00,
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,1,1,0,30.00,30.000000
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,1,1,0,30.00,30.000000
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,1,0,0,0.00,
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,4,3,2,0,54.00,27.000000
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,2,2,0,46.00,23.000000
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,5,4,5,2,140.00,28.000000
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,1,,,0.00,
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,3,5,6,0,134.00,22.333333
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,6,7,1,0,30.00,30.000000
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,8,4,3,6,69.00,23.000000
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,3,3,0,2,0.00,
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,5,2,2,0,70.00,35.000000
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,2,5,4,2,108.00,27.000000
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,63,20,45,11,1151.00,25.577778
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,43,16,31,1,838.00,27.032258
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,23,14,12,5,284.00,23.666667
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,81,21,59,15,1646.00,27.898305
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,49,18,24,4,701.00,29.208333
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,33,13,21,7,648.00,30.857143
4,2023-04-17,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,2,1,0,1,0.00,
4,2023-04-17,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,2,1,0,1,0.00,
4,2023-04-17,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,1,0,1,0.00,
4,2023-04-17,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,2,0,0,0.00,
4,2023-04-17,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,2,2,1,1,14.00,14.000000
4,2023-04-17,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,1,1,0,1,0.00,
4,2023-04-17,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,1,0,1,0.00,
4,2023-04-17,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,2,4,1,3,9.00,9.000000
4,2023-04-17,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,3,6,0,0,0.00,
4,2023-04-17,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,4,3,0,1,0.00,
4,2023-04-17,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,86,26,73,15,1878.00,25.726027
4,2023-04-17,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,28,18,35,11,832.00,23.771429
4,2023-04-17,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,30,15,22,6,613.00,27.863636
4,2023-04-17,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,63,21,48,17,1240.00,25.833333
4,2023-04-17,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,53,20,36,7,964.00,26.777778
4,2023-04-17,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,83,27,44,7,1158.00,26.318182
4,2023-04-18,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,2,7,2,1,44.00,22.000000
4,2023-04-18,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,5,14,3,0,48.00,16.000000
4,2023-04-18,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,1,2,0,0,0.00,
4,2023-04-18,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,1,0,,,0.00,
4,2023-04-18,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,7,2,1,64.00,32.000000
4,2023-04-18,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,3,4,5,1,89.00,17.800000
4,2023-04-18,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,4,2,2,1,39.00,19.500000
