Year-Week,Site_Name,UTM_Source,UTM_Campaign,UTM_Supplier_Id,UTM_Medium,UTM_Ad_Id,UTM_Content,Supplier,Matching_Time,Reg,Distinct_Schools,Accepted,Rejected,Rev,CPA
202302,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,16,11,10,8,222.00,22.200000
202302,edp,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,1,0,,,0.00,
202302,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,3,5,0,0,0.00,
202302,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,96,19,71,48,1457.00,20.521127
202302,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,11,9,6,7,94.00,15.666667
202302,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,3,2,0,1,0.00,
202306,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,97,17,73,45,1406.00,19.260274
202306,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,20,9,7,7,130.00,18.571429
202306,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,2,0,1,0.00,
202306,white_g,google,15642144919,SUP0101,do you have to pay back grants?,585909895103,134177226209,Educationdirectory.org,,1,6,0,0,0.00,
202306,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1749,70,1207,275,29756.00,24.652858
202306,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,261,43,200,42,4669.00,23.345000
202306,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,5,8,4,0,93.00,23.250000
202306,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,23,16,5,2,103.00,20.600000
202307,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,33,20,25,13,569.00,22.760000
202307,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,10,7,10,5,229.00,22.900000
202307,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,2,6,0,0,0.00,
202307,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,82,19,56,37,961.00,17.160714
202307,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,27,15,15,8,316.00,21.066667
202307,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,2,2,0,1,0.00,
202307,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1830,72,1211,261,29658.00,24.490504
202307,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,249,41,185,53,4504.00,24.345946
202307,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,6,7,4,3,97.00,24.250000
202307,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,9,12,2,0,17.00,8.500000
202308,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,5,10,6,1,160.00,26.666667
202308,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,1,1,0,0,0.00,
202308,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,2,0,0,0.00,
202308,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,13,9,7,8,164.00,23.428571
202308,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,4,11,10,1,227.00,22.700000
202308,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,416,49,277,60,6999.00,25.267148
202308,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,85,33,39,12,929.00,23.820513
202308,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,4,7,3,0,84.00,28.000000
202308,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,7,9,2,0,57.00,28.500000
202302,white_g,google,15642144919,SUP0101,ads,,134177226209,Educationdirectory.org,,1,1,0,0,0.00,
202302,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1993,71,1323,284,31967.00,24.162509
202302,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,396,50,268,59,6314.00,23.559701
202302,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,17,11,2,6,29.00,14.500000
202302,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,60,28,47,13,1130.00,24.042553
202303,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,33,16,31,6,731.00,23.580645
202303,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,6,8,9,0,191.00,21.222222
202303,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,5,0,0,0.00,
202303,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,65,19,48,38,932.00,19.416667
202303,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,17,9,12,7,209.00,17.416667
202303,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,2,2,0,3,0.00,
202303,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1849,66,1261,284,30501.00,24.187946
202303,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,176,39,131,28,3182.00,24.290076
202303,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,9,8,3,1,64.00,21.333333
202303,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,23,13,11,7,245.00,22.272727
202304,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,56,19,33,10,804.00,24.363636
202304,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,14,10,11,7,277.00,25.181818
202304,edp,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,1,4,3,0,68.00,22.666667
202302,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,21,18,18,1,391.00,21.722222
202302,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,378,53,269,39,6576.00,24.446097
202302,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,5,10,4,1,110.00,27.500000
202302,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,282,45,219,46,5463.00,24.945205
202303,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,12,6,5,4,133.00,26.600000
202303,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,3,0,0,0.00,
202303,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,13,13,12,1,282.00,23.500000
202303,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,17,11,12,6,204.00,17.000000
202303,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,11,8,9,7,148.00,16.444444
202303,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,10,12,10,0,272.00,27.200000
202303,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,341,46,244,55,5859.00,24.012295
202303,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,5,0,0,0.00,
202303,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,273,41,183,61,4348.00,23.759563
202304,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,1,0,0,0.00,
202304,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,8,8,5,5,98.00,19.600000
202304,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,2,0,,,0.00,
202304,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,16,10,9,5,186.00,20.666667
202306,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,4,3,0,63.00,21.000000
202306,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,14,9,9,8,154.00,17.111111
202306,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,12,10,9,6,169.00,18.777778
202306,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,8,8,4,1,106.00,26.500000
202306,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,269,46,192,45,4795.00,24.973958
202306,white_g,google,17636347892,SUP0101,edu_grant,607713435580,141341628227,Educationdirectory.org,,1,0,,,0.00,
202306,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,5,0,1,0.00,
202306,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,171,40,117,35,2789.00,23.837607
202307,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,7,7,4,0,120.00,30.000000
202307,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,14,9,6,2,160.00,26.666667
202307,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,12,7,7,8,144.00,20.571429
202307,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,12,7,4,120.00,17.142857
202307,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,5,7,3,0,76.00,25.333333
202307,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,293,47,191,49,4706.00,24.638743
202307,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,4,1,2,40.00,40.000000
202307,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,220,40,140,47,3428.00,24.485714
202308,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,7,12,6,0,139.00,23.166667
202308,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,14,11,11,4,200.00,18.181818
202308,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,15,14,15,5,328.00,21.866667
202308,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,7,8,2,1,60.00,30.000000
202308,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,3,0,0,0.00,
202313,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,19,17,9,8,234.00,26.000000
202313,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,469,52,313,66,7390.00,23.610224
202313,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,58,21,44,8,1169.00,26.568182
202313,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,194,43,153,17,3569.00,23.326797
202313,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,41,18,26,7,576.00,22.153846
202313,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,78,26,48,12,1179.00,24.562500
202313,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,435,60,306,68,7427.00,24.271242
202313,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,401,57,335,59,8463.00,25.262687
202313,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,130,27,130,28,3104.00,23.876923
202313,white_g,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,7,11,6,1,156.00,26.000000
202313,white_g,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,56,29,38,7,994.00,26.157895
202313,white_g,google,17636347892,SUP0101,grant,652942205690,141341628187,Educationdirectory.org,,16,13,2,5,43.00,21.500000
202314,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,7,5,3,2,84.00,28.000000
202314,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,4,6,4,1,79.00,19.750000
202314,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,5,1,2,23.00,23.000000
202314,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,10,7,9,1,230.00,25.555556
202314,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,7,3,5,1,128.00,25.600000
202314,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,8,6,3,2,67.00,22.333333
202314,edp,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,8,8,5,9,102.00,20.400000
202314,edp,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,8,15,7,1,145.00,20.714286
202314,edp,google,17636347892,SUP0101,grant,652942205690,141341628187,Educationdirectory.org,,8,4,4,0,100.00,25.000000
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,11,8,8,6,198.00,24.750000
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,9,5,4,125.00,25.000000
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,5,3,0,70.00,23.333333
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,14,10,10,4,202.00,20.200000
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,11,8,11,6,219.00,19.909091
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,11,8,7,7,117.00,16.714286
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,8,4,2,4,46.00,23.000000
202314,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,285,42,198,42,4885.00,24.671717
202314,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,161,41,139,31,3805.00,27.374101
202314,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,67,34,52,19,1381.00,26.557692
202314,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,266,45,172,43,4382.00,25.476744
202314,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,194,40,134,20,3510.00,26.194030
202314,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,134,34,93,27,2508.00,26.967742
202314,white_g,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,95,26,69,17,1792.00,25.971014
202314,white_g,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,647,56,405,119,10287.00,25.400000
202314,white_g,google,17636347892,SUP0101,grant,652942205690,141341628187,Educationdirectory.org,,260,43,176,44,4271.00,24.267045
202315,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,9,8,14,1,359.00,25.642857
202315,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,8,4,4,1,98.00,24.500000
202315,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,4,8,3,0,68.00,22.666667
202315,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,23,20,17,5,406.00,23.882353
202315,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,16,8,7,5,160.00,22.857143
202315,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,22,12,10,6,263.00,26.300000
202310,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,13,14,5,7,101.00,20.200000
202310,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,2,2,0,36.00,18.000000
202310,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,6,8,2,3,50.00,25.000000
202310,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,16,16,17,6,430.00,25.294118
202310,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,2,0,0,0.00,
202310,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,17,14,19,9,423.00,22.263158
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,2,7,0,3,0.00,
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,19,10,13,14,303.00,23.307692
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,5,2,1,50.00,25.000000
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,27,14,15,19,348.00,23.200000
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,12,9,11,6,228.00,20.727273
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,5,9,1,6,24.00,24.000000
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,51,20,38,29,753.00,19.815789
202310,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,27,18,31,8,758.00,24.451613
202310,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,463,52,327,87,7860.00,24.036697
202310,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,44,21,29,7,753.00,25.965517
202310,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,508,65,403,101,9738.00,24.163772
202310,white_g,google,17636347892,SUP0101,edu_grant,620758130810,146852360068,Educationdirectory.org,,1,1,,,0.00,
202310,white_g,google,17636347892,SUP0101,edu_grant,649118147404,149928081241,Educationdirectory.org,,1,3,0,0,0.00,
202310,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,381,49,255,74,6063.00,23.776471
202310,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,75,25,52,12,1211.00,23.288462
202310,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,823,63,516,127,12727.00,24.664729
202311,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,4,6,4,1,96.00,24.000000
202311,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,6,2,0,63.00,31.500000
202311,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,6,9,4,5,79.00,19.750000
202311,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,5,9,9,0,223.00,24.777778
202311,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,4,7,0,1,0.00,
202311,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,13,15,10,2,214.00,21.400000
202311,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,16,11,4,2,72.00,18.000000
202311,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,3,1,,,0.00,
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,6,0,1,0.00,
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,16,11,10,5,171.00,17.100000
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,8,3,1,64.00,21.333333
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,4,3,2,2,40.00,20.000000
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,6,6,3,5,57.00,19.000000
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,11,11,9,8,166.00,18.444444
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,16,10,10,11,172.00,17.200000
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,13,13,16,6,308.00,19.250000
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,3,6,3,2,62.00,20.666667
202252,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,3,1,,,0.00,
202252,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,2,1,0,2,0.00,
202252,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,4,4,3,0,79.00,26.333333
202252,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,30,8,17,3,386.00,22.705882
202252,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,16,5,6,1,141.00,23.500000
202301,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,10,10,10,2,232.00,23.200000
202301,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,9,10,6,227.00,22.700000
202301,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,2,1,1,22.00,22.000000
202301,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,26,11,4,19,57.00,14.250000
202301,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,19,10,10,11,195.00,19.500000
202301,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,22,19,17,7,442.00,26.000000
202301,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,347,52,219,46,5415.00,24.726027
202301,white_g,google,17636347892,SUP0101,edu_grant,607713435580,141341628227,Educationdirectory.org,,1,4,1,0,10.00,10.000000
202301,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,7,13,2,0,50.00,25.000000
202301,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,229,41,161,57,3872.00,24.049689
202302,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,5,0,0,0.00,
202302,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,9,8,1,2,8.00,8.000000
202302,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,5,6,3,5,84.00,28.000000
202302,edp,google,17636347892,SUP0101,edu_grant,620758130810,146852360068,Educationdirectory.org,,1,6,0,0,0.00,
202302,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,4,1,0,20.00,20.000000
202302,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,20,12,19,10,398.00,20.947368
202302,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,2,,,0.00,
202302,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,10,12,5,7,84.00,16.800000
202315,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,34,9,21,19,469.00,22.333333
202315,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,21,10,6,9,128.00,21.333333
202315,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,7,3,3,4,76.00,25.333333
202315,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,17,8,8,10,149.00,18.625000
202315,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,27,6,6,8,136.00,22.666667
202315,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,17,6,9,10,203.00,22.555556
202315,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,600,55,395,104,10134.00,25.655696
202315,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,329,44,225,45,5842.00,25.964444
202315,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,116,27,86,17,2201.00,25.593023
202315,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,585,59,398,121,10026.00,25.190955
202315,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,474,56,300,69,7917.00,26.390000
202315,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,342,49,223,70,6082.00,27.273543
202315,white_g,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,3,1,0,2,0.00,
202316,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,15,8,10,8,265.00,26.500000
202316,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,13,15,5,3,88.00,17.600000
202316,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,4,1,1,1,30.00,30.000000
202316,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,7,6,8,2,180.00,22.500000
202316,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,11,7,3,0,85.00,28.333333
202316,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,11,8,7,4,187.00,26.714286
202316,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,25,9,14,12,300.00,21.428571
202316,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,16,5,7,6,144.00,20.571429
202316,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,7,6,2,4,62.00,31.000000
