Year-Week,Site_Name,UTM_Source,UTM_Campaign,UTM_Supplier_Id,UTM_Medium,UTM_Ad_Id,UTM_Content,Supplier,Matching_Time,Reg,Distinct_Schools,Accepted,Rejected,Rev,CPA
202252,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,71,13,41.0,11.0,954.0,23.268293
202252,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,2,2,2.0,0.0,43.0,21.5
202252,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,11,4,6.0,2.0,138.0,23.0
202301,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,47,19,29.0,13.0,674.0,23.241379
202301,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,14,13,10.0,1.0,196.0,19.6
202301,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,6,11,2.0,2.0,50.0,25.0
202301,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,133,14,76.0,73.0,1589.0,20.907895
202301,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,25,9,18.0,13.0,314.0,17.444444
202301,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,4,4,1.0,0.0,7.0,7.0
202301,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,2047,78,1380.0,294.0,34446.0,24.96087
202301,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,509,62,349.0,72.0,8569.0,24.553009
202301,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,17,12,4.0,1.0,82.0,20.5
202301,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,83,26,57.0,9.0,1315.0,23.070175
202302,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,35,18,24.0,11.0,566.0,23.583333
202302,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,16,11,10.0,8.0,222.0,22.2
202302,edp,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,1,0,,,0.0,
202302,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,3,5,0.0,0.0,0.0,
202302,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,96,19,71.0,48.0,1457.0,20.521127
202302,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,11,9,6.0,7.0,94.0,15.666667
202302,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,3,2,0.0,1.0,0.0,
202306,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,97,17,73.0,45.0,1406.0,19.260274
202306,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,20,9,7.0,7.0,130.0,18.571429
202306,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,2,0.0,1.0,0.0,
202306,white_g,google,15642144919,SUP0101,do you have to pay back grants?,585909895103,134177226209,Educationdirectory.org,,1,6,0.0,0.0,0.0,
202306,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1749,70,1207.0,275.0,29756.0,24.652858
202306,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,261,43,200.0,42.0,4669.0,23.345
202306,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,5,8,4.0,0.0,93.0,23.25
202306,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,23,16,5.0,2.0,103.0,20.6
202307,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,33,20,25.0,13.0,569.0,22.76
202307,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,10,7,10.0,5.0,229.0,22.9
202307,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,2,6,0.0,0.0,0.0,
202307,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,82,19,56.0,37.0,961.0,17.160714
202307,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,27,15,15.0,8.0,316.0,21.066667
202307,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,2,2,0.0,1.0,0.0,
202307,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1830,72,1211.0,261.0,29658.0,24.490504
202307,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,249,41,185.0,53.0,4504.0,24.345946
202307,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,6,7,4.0,3.0,97.0,24.25
202307,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,9,12,2.0,0.0,17.0,8.5
202308,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,5,10,6.0,1.0,160.0,26.666667
202308,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,1,1,0.0,0.0,0.0,
202308,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,2,0.0,0.0,0.0,
202308,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,13,9,7.0,8.0,164.0,23.428571
202308,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,4,11,10.0,1.0,227.0,22.7
202308,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,416,49,277.0,60.0,6999.0,25.267148
202308,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,85,33,39.0,12.0,929.0,23.820513
202308,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,4,7,3.0,0.0,84.0,28.0
202308,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,7,9,2.0,0.0,57.0,28.5
202302,white_g,google,15642144919,SUP0101,ads,,134177226209,Educationdirectory.org,,1,1,0.0,0.0,0.0,
202302,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1993,71,1323.0,284.0,31967.0,24.162509
202302,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,396,50,268.0,59.0,6314.0,23.559701
202302,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,17,11,2.0,6.0,29.0,14.5
202302,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,60,28,47.0,13.0,1130.0,24.042553
202303,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,33,16,31.0,6.0,731.0,23.580645
202303,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,6,8,9.0,0.0,191.0,21.222222
202303,edp,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,1,5,0.0,0.0,0.0,
202303,Purdue Global,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,65,19,48.0,38.0,932.0,19.416667
202303,Purdue Global,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,17,9,12.0,7.0,209.0,17.416667
202303,Purdue Global,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,2,2,0.0,3.0,0.0,
202303,white_g,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,1849,66,1261.0,284.0,30501.0,24.187946
202303,white_g,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,176,39,131.0,28.0,3182.0,24.290076
202303,white_g,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,9,8,3.0,1.0,64.0,21.333333
202303,white_g,google,15642144919,SUP0101,edu_grant,609928392911,138112893036,Educationdirectory.org,,23,13,11.0,7.0,245.0,22.272727
202304,edp,google,15642144919,SUP0101,edu_grant,585909895103,134177226209,Educationdirectory.org,,56,19,33.0,10.0,804.0,24.363636
202304,edp,google,15642144919,SUP0101,edu_grant,606243851972,138112893036,Educationdirectory.org,,14,10,11.0,7.0,277.0,25.181818
202304,edp,google,15642144919,SUP0101,edu_grant,609863689867,134177226209,Educationdirectory.org,,1,4,3.0,0.0,68.0,22.666667
202302,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,21,18,18.0,1.0,391.0,21.722222
202302,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,378,53,269.0,39.0,6576.0,24.446097
202302,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,5,10,4.0,1.0,110.0,27.5
202302,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,282,45,219.0,46.0,5463.0,24.945205
202303,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,12,6,5.0,4.0,133.0,26.6
202303,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,3,0.0,0.0,0.0,
202303,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,13,13,12.0,1.0,282.0,23.5
202303,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,17,11,12.0,6.0,204.0,17.0
202303,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,11,8,9.0,7.0,148.0,16.444444
202303,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,10,12,10.0,0.0,272.0,27.2
202303,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,341,46,244.0,55.0,5859.0,24.012295
202303,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,5,0.0,0.0,0.0,
202303,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,273,41,183.0,61.0,4348.0,23.759563
202304,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,1,0.0,0.0,0.0,
202304,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,8,8,5.0,5.0,98.0,19.6
202304,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,2,0,,,0.0,
202304,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,16,10,9.0,5.0,186.0,20.666667
202306,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,4,3.0,0.0,63.0,21.0
202306,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,14,9,9.0,8.0,154.0,17.111111
202306,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,12,10,9.0,6.0,169.0,18.777778
202306,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,8,8,4.0,1.0,106.0,26.5
202306,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,269,46,192.0,45.0,4795.0,24.973958
202306,white_g,google,17636347892,SUP0101,edu_grant,607713435580,141341628227,Educationdirectory.org,,1,0,,,0.0,
202306,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,5,0.0,1.0,0.0,
202306,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,171,40,117.0,35.0,2789.0,23.837607
202307,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,7,7,4.0,0.0,120.0,30.0
202307,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,14,9,6.0,2.0,160.0,26.666667
202307,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,12,7,7.0,8.0,144.0,20.571429
202307,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,12,7.0,4.0,120.0,17.142857
202307,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,5,7,3.0,0.0,76.0,25.333333
202307,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,293,47,191.0,49.0,4706.0,24.638743
202307,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,4,1.0,2.0,40.0,40.0
202307,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,220,40,140.0,47.0,3428.0,24.485714
202308,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,7,12,6.0,0.0,139.0,23.166667
202308,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,14,11,11.0,4.0,200.0,18.181818
202308,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,15,14,15.0,5.0,328.0,21.866667
202308,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,7,8,2.0,1.0,60.0,30.0
202308,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,3,0.0,0.0,0.0,
202313,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,19,17,9.0,8.0,234.0,26.0
202313,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,469,52,313.0,66.0,7390.0,23.610224
202313,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,58,21,44.0,8.0,1169.0,26.568182
202313,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,194,43,153.0,17.0,3569.0,23.326797
202313,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,41,18,26.0,7.0,576.0,22.153846
202313,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,78,26,48.0,12.0,1179.0,24.5625
202313,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,435,60,306.0,68.0,7427.0,24.271242
202313,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,401,57,335.0,59.0,8463.0,25.262687
202313,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,130,27,130.0,28.0,3104.0,23.876923
202313,white_g,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,7,11,6.0,1.0,156.0,26.0
202313,white_g,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,56,29,38.0,7.0,994.0,26.157895
202313,white_g,google,17636347892,SUP0101,grant,652942205690,141341628187,Educationdirectory.org,,16,13,2.0,5.0,43.0,21.5
202314,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,7,5,3.0,2.0,84.0,28.0
202314,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,4,6,4.0,1.0,79.0,19.75
202314,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,5,1.0,2.0,23.0,23.0
202314,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,10,7,9.0,1.0,230.0,25.555556
202314,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,7,3,5.0,1.0,128.0,25.6
202314,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,8,6,3.0,2.0,67.0,22.333333
202314,edp,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,8,8,5.0,9.0,102.0,20.4
202314,edp,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,8,15,7.0,1.0,145.0,20.714286
202314,edp,google,17636347892,SUP0101,grant,652942205690,141341628187,Educationdirectory.org,,8,4,4.0,0.0,100.0,25.0
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,11,8,8.0,6.0,198.0,24.75
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,9,5.0,4.0,125.0,25.0
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,2,5,3.0,0.0,70.0,23.333333
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,14,10,10.0,4.0,202.0,20.2
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,11,8,11.0,6.0,219.0,19.909091
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,11,8,7.0,7.0,117.0,16.714286
202314,Purdue Global,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,8,4,2.0,4.0,46.0,23.0
202314,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,285,42,198.0,42.0,4885.0,24.671717
202314,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,161,41,139.0,31.0,3805.0,27.374101
202314,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,67,34,52.0,19.0,1381.0,26.557692
202314,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,266,45,172.0,43.0,4382.0,25.476744
202314,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,194,40,134.0,20.0,3510.0,26.19403
202314,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,134,34,93.0,27.0,2508.0,26.967742
202314,white_g,google,17636347892,SUP0101,edu_grant,652840349511,149928081241,Educationdirectory.org,,95,26,69.0,17.0,1792.0,25.971014
202314,white_g,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,647,56,405.0,119.0,10287.0,25.4
202314,white_g,google,17636347892,SUP0101,grant,652942205690,141341628187,Educationdirectory.org,,260,43,176.0,44.0,4271.0,24.267045
202315,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,9,8,14.0,1.0,359.0,25.642857
202315,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,8,4,4.0,1.0,98.0,24.5
202315,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,4,8,3.0,0.0,68.0,22.666667
202315,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,23,20,17.0,5.0,406.0,23.882353
202315,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,16,8,7.0,5.0,160.0,22.857143
202315,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,22,12,10.0,6.0,263.0,26.3
202310,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,13,14,5.0,7.0,101.0,20.2
202310,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,2,2.0,0.0,36.0,18.0
202310,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,6,8,2.0,3.0,50.0,25.0
202310,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,16,16,17.0,6.0,430.0,25.294118
202310,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,2,0.0,0.0,0.0,
202310,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,17,14,19.0,9.0,423.0,22.263158
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,2,7,0.0,3.0,0.0,
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,19,10,13.0,14.0,303.0,23.307692
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,5,2.0,1.0,50.0,25.0
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,27,14,15.0,19.0,348.0,23.2
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,12,9,11.0,6.0,228.0,20.727273
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,5,9,1.0,6.0,24.0,24.0
202310,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,51,20,38.0,29.0,753.0,19.815789
202310,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,27,18,31.0,8.0,758.0,24.451613
202310,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,463,52,327.0,87.0,7860.0,24.036697
202310,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,44,21,29.0,7.0,753.0,25.965517
202310,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,508,65,403.0,101.0,9738.0,24.163772
202310,white_g,google,17636347892,SUP0101,edu_grant,620758130810,146852360068,Educationdirectory.org,,1,1,,,0.0,
202310,white_g,google,17636347892,SUP0101,edu_grant,649118147404,149928081241,Educationdirectory.org,,1,3,0.0,0.0,0.0,
202310,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,381,49,255.0,74.0,6063.0,23.776471
202310,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,75,25,52.0,12.0,1211.0,23.288462
202310,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,823,63,516.0,127.0,12727.0,24.664729
202311,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,4,6,4.0,1.0,96.0,24.0
202311,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,6,2.0,0.0,63.0,31.5
202311,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,6,9,4.0,5.0,79.0,19.75
202311,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,5,9,9.0,0.0,223.0,24.777778
202311,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,4,7,0.0,1.0,0.0,
202311,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,13,15,10.0,2.0,214.0,21.4
202311,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,16,11,4.0,2.0,72.0,18.0
202311,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,3,1,,,0.0,
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,6,0.0,1.0,0.0,
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,16,11,10.0,5.0,171.0,17.1
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,8,3.0,1.0,64.0,21.333333
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,4,3,2.0,2.0,40.0,20.0
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,6,6,3.0,5.0,57.0,19.0
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,11,11,9.0,8.0,166.0,18.444444
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,16,10,10.0,11.0,172.0,17.2
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,13,13,16.0,6.0,308.0,19.25
202311,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,3,6,3.0,2.0,62.0,20.666667
202252,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,3,1,,,0.0,
202252,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,2,1,0.0,2.0,0.0,
202252,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,4,4,3.0,0.0,79.0,26.333333
202252,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,30,8,17.0,3.0,386.0,22.705882
202252,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,16,5,6.0,1.0,141.0,23.5
202301,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,10,10,10.0,2.0,232.0,23.2
202301,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,9,10.0,6.0,227.0,22.7
202301,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,2,1.0,1.0,22.0,22.0
202301,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,26,11,4.0,19.0,57.0,14.25
202301,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,19,10,10.0,11.0,195.0,19.5
202301,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,22,19,17.0,7.0,442.0,26.0
202301,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,347,52,219.0,46.0,5415.0,24.726027
202301,white_g,google,17636347892,SUP0101,edu_grant,607713435580,141341628227,Educationdirectory.org,,1,4,1.0,0.0,10.0,10.0
202301,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,7,13,2.0,0.0,50.0,25.0
202301,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,229,41,161.0,57.0,3872.0,24.049689
202302,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,5,0.0,0.0,0.0,
202302,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,9,8,1.0,2.0,8.0,8.0
202302,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,5,6,3.0,5.0,84.0,28.0
202302,edp,google,17636347892,SUP0101,edu_grant,620758130810,146852360068,Educationdirectory.org,,1,6,0.0,0.0,0.0,
202302,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,4,1.0,0.0,20.0,20.0
