Month,Date,Site_Name,UTM_Source,UTM_Campaign,UTM_Supplier_Id,UTM_Medium,UTM_Ad_Id,UTM_Content,Supplier,Matching_Time,Reg,Distinct_Schools,Accepted,Rejected,Rev,CPA
5,2023-05-01,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,44,24,30.0,3.0,772.0,25.733333
5,2023-05-02,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,1,0.0,1.0,0.0,
5,2023-05-02,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,0,,,0.0,
5,2023-05-02,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,1,0,,,0.0,
5,2023-05-02,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,1,2,0.0,0.0,0.0,
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,3,6,4.0,0.0,124.0,31.0
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,6,9,3.0,0.0,94.0,31.333333
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,3,0.0,0.0,0.0,
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,9,11,11.0,3.0,289.0,26.272727
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,3,5,2.0,0.0,56.0,28.0
5,2023-05-02,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,1,1,1.0,0.0,30.0,30.0
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,2,1.0,1.0,40.0,40.0
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,1,1,0.0,1.0,0.0,
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,2,2,1.0,1.0,24.0,24.0
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,1,0.0,1.0,0.0,
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,72,18,51.0,10.0,1252.0,24.54902
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,17,12,12.0,5.0,279.0,23.25
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,6,9,0.0,0.0,0.0,
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,64,20,42.0,8.0,1013.0,24.119048
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,38,17,30.0,7.0,775.0,25.833333
4,2023-04-23,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,77,20,59.0,17.0,1584.0,26.847458
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,7,5,3.0,1.0,76.0,25.333333
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,2,0.0,0.0,0.0,
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,2,1,0.0,2.0,0.0,
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,1,1,1.0,0.0,30.0,30.0
4,2023-04-24,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,5,3,4.0,2.0,79.0,19.75
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,6,5,1.0,3.0,22.0,22.0
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,4,1,0.0,1.0,0.0,
4,2023-04-24,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,6,3,1.0,6.0,24.0,24.0
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,122,19,64.0,20.0,1480.0,23.125
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,33,16,24.0,4.0,580.0,24.166667
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,3,6,3.0,0.0,87.0,29.0
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,83,20,55.0,17.0,1303.0,23.690909
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,40,17,29.0,15.0,703.0,24.241379
4,2023-04-24,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,82,19,53.0,18.0,1260.0,23.773585
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,2,5,3.0,0.0,101.0,33.666667
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,2,8,1.0,1.0,30.0,30.0
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,2,4,2.0,2.0,60.0,30.0
4,2023-04-25,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,8,6,3.0,1.0,95.0,31.666667
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,7,3,2.0,3.0,46.0,23.0
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,2,1,0.0,0.0,0.0,
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,1,2,0.0,2.0,0.0,
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,2,2,1.0,0.0,30.0,30.0
4,2023-04-25,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,9,5,4.0,3.0,78.0,19.5
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,127,28,78.0,15.0,2024.0,25.948718
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,37,14,17.0,2.0,435.0,25.588235
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,7,12,7.0,0.0,152.0,21.714286
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,90,25,42.0,10.0,891.0,21.214286
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,44,14,20.0,3.0,473.0,23.65
4,2023-04-25,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,102,23,69.0,18.0,1627.0,23.57971
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,2,6,0.0,0.0,0.0,
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,3,3,0.0,2.0,0.0,
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,5,2,4.0,0.0,115.0,28.75
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,5,7,4.0,1.0,110.0,27.5
4,2023-04-26,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,9,7,6.0,3.0,133.0,22.166667
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,2,4,0.0,4.0,0.0,
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,8,7,4.0,2.0,98.0,24.5
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,3,3,1.0,0.0,13.0,13.0
4,2023-04-26,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,1,2,0.0,2.0,0.0,
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,86,20,59.0,15.0,1557.0,26.389831
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,58,21,28.0,11.0,712.0,25.428571
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,25,12,17.0,7.0,459.0,27.0
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,109,26,59.0,24.0,1451.0,24.59322
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,45,14,28.0,8.0,630.0,22.5
4,2023-04-26,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,58,21,40.0,6.0,934.0,23.35
4,2023-04-27,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,2,0.0,0.0,0.0,
4,2023-04-27,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,3,1,1.0,0.0,30.0,30.0
4,2023-04-27,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,1,1,0.0,0.0,0.0,
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,6,4,1.0,0.0,30.0,30.0
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,4,0.0,0.0,0.0,
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,3,5,6.0,1.0,118.0,19.666667
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,2,3,1.0,1.0,7.0,7.0
4,2023-04-27,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,91,23,41.0,14.0,1086.0,26.487805
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,37,14,21.0,10.0,536.0,25.52381
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,29,11,18.0,4.0,460.0,25.555556
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,66,19,31.0,12.0,765.0,24.677419
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,38,16,35.0,10.0,890.0,25.428571
4,2023-04-27,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,48,16,39.0,8.0,997.0,25.564103
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,3,2.0,0.0,46.0,23.0
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,3,3,4.0,0.0,106.0,26.5
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,2,1,1.0,0.0,8.0,8.0
4,2023-04-28,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,3,3,0.0,0.0,0.0,
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,4,1,1.0,0.0,7.0,7.0
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,7,3,0.0,2.0,0.0,
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,2,2,2.0,0.0,29.0,14.5
4,2023-04-28,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,7,4,3.0,1.0,68.0,22.666667
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,47,18,27.0,11.0,624.0,23.111111
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,16,11,11.0,1.0,231.0,21.0
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,25,16,16.0,5.0,389.0,24.3125
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,70,22,42.0,11.0,919.0,21.880952
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,42,15,29.0,8.0,595.0,20.517241
4,2023-04-28,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,58,15,48.0,7.0,1020.0,21.25
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,2,2,2.0,0.0,31.0,15.5
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,1,2,0.0,0.0,0.0,
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,1,0.0,1.0,0.0,
4,2023-04-29,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,0,,,0.0,
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,10,4,3.0,0.0,51.0,17.0
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,2,1,0.0,1.0,0.0,
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,2,2,2.0,0.0,62.0,31.0
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,7,0,,,0.0,
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,1,1,1.0,0.0,22.0,22.0
4,2023-04-29,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,11,3,4.0,0.0,75.0,18.75
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,46,13,17.0,2.0,406.0,23.882353
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,24,12,14.0,2.0,306.0,21.857143
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,5,6,3.0,0.0,72.0,24.0
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,53,9,30.0,2.0,616.0,20.533333
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,19,7,7.0,1.0,179.0,25.571429
4,2023-04-29,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,53,10,15.0,1.0,329.0,21.933333
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,2,2.0,0.0,47.0,23.5
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,2,0,,,0.0,
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,2,0,,,0.0,
4,2023-04-30,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,1,0,,,0.0,
5,2023-05-15,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,2,0.0,0.0,0.0,
4,2023-04-19,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,36,14,24.0,5.0,564.0,23.5
4,2023-04-19,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,75,26,47.0,11.0,1070.0,22.765957
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,1,0.0,1.0,0.0,
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,3,2,1.0,0.0,30.0,30.0
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,2,3,2.0,2.0,46.0,23.0
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,1,4,0.0,0.0,0.0,
4,2023-04-20,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,1,0.0,1.0,0.0,
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,4,1,0.0,1.0,0.0,
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,3,4,2.0,1.0,21.0,10.5
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,2,4,0.0,1.0,0.0,
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,9,5,5.0,4.0,78.0,15.6
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,1,2,2.0,0.0,46.0,23.0
4,2023-04-20,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,3,4,3.0,1.0,66.0,22.0
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,66,28,68.0,14.0,1673.0,24.602941
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,41,17,28.0,4.0,683.0,24.392857
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,29,14,18.0,6.0,465.0,25.833333
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,71,23,60.0,17.0,1446.0,24.1
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,52,22,30.0,5.0,813.0,27.1
4,2023-04-20,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,72,19,48.0,13.0,1070.0,22.291667
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,2,3,2.0,1.0,56.0,28.0
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,2,5,0.0,0.0,0.0,
4,2023-04-21,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,3,2.0,0.0,47.0,23.5
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,3,4,2.0,3.0,52.0,26.0
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,1,2,2.0,0.0,54.0,27.0
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,3,4,2.0,3.0,29.0,14.5
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,1,1,,,0.0,
4,2023-04-21,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,2,1.0,0.0,30.0,30.0
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,67,26,50.0,10.0,1212.0,24.24
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,17,16,13.0,3.0,292.0,22.461538
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,24,16,15.0,5.0,351.0,23.4
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,75,21,67.0,11.0,1631.0,24.343284
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,45,16,33.0,7.0,829.0,25.121212
4,2023-04-21,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,73,18,42.0,12.0,1120.0,26.666667
4,2023-04-22,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,3,1.0,2.0,25.0,25.0
4,2023-04-22,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,3,1,1.0,0.0,30.0,30.0
4,2023-04-22,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,1,0.0,1.0,0.0,
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,1,,,0.0,
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,1,1,1.0,0.0,30.0,30.0
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,1,3,2.0,1.0,54.0,27.0
4,2023-04-22,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,4,4,3.0,1.0,63.0,21.0
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,70,22,47.0,9.0,1232.0,26.212766
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,26,13,21.0,4.0,513.0,24.428571
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,23,11,12.0,3.0,347.0,28.916667
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,47,15,34.0,6.0,912.0,26.823529
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,34,16,24.0,3.0,578.0,24.083333
4,2023-04-22,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,56,17,37.0,18.0,979.0,26.459459
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,1,1,0.0,0.0,0.0,
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,1,1.0,0.0,30.0,30.0
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,2,1,1.0,0.0,30.0,30.0
4,2023-04-23,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,1,0.0,0.0,0.0,
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,4,3,2.0,0.0,54.0,27.0
4,2023-04-23,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,1,2,2.0,0.0,46.0,23.0
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,5,4,5.0,2.0,140.0,28.0
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,1,1,,,0.0,
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,3,5,6.0,0.0,134.0,22.333333
4,2023-04-16,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187.0,Educationdirectory.org,,6,7,1.0,0.0,30.0,30.0
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,8,4,3.0,6.0,69.0,23.0
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,3,3,0.0,2.0,0.0,
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,1,0,,,0.0,
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,5,2,2.0,0.0,70.0,35.0
4,2023-04-16,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241.0,Educationdirectory.org,,2,5,4.0,2.0,108.0,27.0
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147.0,Educationdirectory.org,,63,20,45.0,11.0,1151.0,25.577778
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187.0,Educationdirectory.org,,43,16,31.0,1.0,838.0,27.032258
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241.0,Educationdirectory.org,,23,14,12.0,5.0,284.0,23.666667
4,2023-04-16,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147.0,Educationdirectory.org,,81,21,59.0,15.0,1646.0,27.898305
